Provincias;Sector económico;Periodo;Total
08 Barcelona;Industria;2022T2;16,6
08 Barcelona;Industria;2022T1;15,2
08 Barcelona;Industria;2021T4;15,4
08 Barcelona;Industria;2021T3;15,6
08 Barcelona;Industria;2021T2;14,5
08 Barcelona;Industria;2021T1;15,5
08 Barcelona;Industria;2020T4;16,1
08 Barcelona;Industria;2020T3;16,4
08 Barcelona;Industria;2020T2;17,3
08 Barcelona;Industria;2020T1;16,1
08 Barcelona;Industria;2019T4;16,4
08 Barcelona;Industria;2019T3;17
08 Barcelona;Industria;2019T2;17,6
08 Barcelona;Industria;2019T1;17,2
08 Barcelona;Industria;2018T4;17
08 Barcelona;Industria;2018T3;17,6
08 Barcelona;Industria;2018T2;17,5
08 Barcelona;Industria;2018T1;17,5
08 Barcelona;Industria;2017T4;17
08 Barcelona;Industria;2017T3;16,3
08 Barcelona;Industria;2017T2;16
08 Barcelona;Industria;2017T1;16,1
08 Barcelona;Industria;2016T4;16,3
08 Barcelona;Industria;2016T3;16,4
08 Barcelona;Industria;2016T2;16,6
08 Barcelona;Industria;2016T1;16,2
08 Barcelona;Industria;2015T4;16,6
08 Barcelona;Industria;2015T3;17
08 Barcelona;Industria;2015T2;16,6
08 Barcelona;Industria;2015T1;16,1
08 Barcelona;Industria;2014T4;16
08 Barcelona;Industria;2014T3;16,4
08 Barcelona;Industria;2014T2;15,9
08 Barcelona;Industria;2014T1;14,9
08 Barcelona;Industria;2013T4;15,3
08 Barcelona;Industria;2013T3;15,6
08 Barcelona;Industria;2013T2;16
08 Barcelona;Industria;2013T1;16,1
08 Barcelona;Industria;2012T4;16,3
08 Barcelona;Industria;2012T3;17,1
08 Barcelona;Industria;2012T2;16,7
08 Barcelona;Industria;2012T1;16,4
08 Barcelona;Industria;2011T4;16,5
08 Barcelona;Industria;2011T3;15,9
08 Barcelona;Industria;2011T2;16,2
08 Barcelona;Industria;2011T1;16
08 Barcelona;Industria;2010T4;17,5
08 Barcelona;Industria;2010T3;17,8
08 Barcelona;Industria;2010T2;18
08 Barcelona;Industria;2010T1;18,4
08 Barcelona;Industria;2009T4;18,6
08 Barcelona;Industria;2009T3;18,7
08 Barcelona;Industria;2009T2;19,6
08 Barcelona;Industria;2009T1;20
08 Barcelona;Industria;2008T4;20,5
08 Barcelona;Industria;2008T3;21,1
08 Barcelona;Industria;2008T2;21,5
08 Barcelona;Industria;2008T1;22,4
08 Barcelona;Construcción;2025T3;5,5
08 Barcelona;Construcción;2025T2;5,5
08 Barcelona;Construcción;2025T1;5,7
08 Barcelona;Construcción;2024T4;5,9
08 Barcelona;Construcción;2024T3;5,8
08 Barcelona;Construcción;2024T2;6
08 Barcelona;Construcción;2024T1;5,2
08 Barcelona;Construcción;2023T4;5,7
08 Barcelona;Construcción;2023T3;5,6
08 Barcelona;Construcción;2023T2;5,6
08 Barcelona;Construcción;2023T1;5
08 Barcelona;Construcción;2022T4;5,1
08 Barcelona;Construcción;2022T3;5,8
08 Barcelona;Construcción;2022T2;6,1
08 Barcelona;Construcción;2022T1;5,7
08 Barcelona;Construcción;2021T4;5,3
08 Barcelona;Construcción;2021T3;6
08 Barcelona;Construcción;2021T2;6,4
08 Barcelona;Construcción;2021T1;6,3
08 Barcelona;Construcción;2020T4;5,5
08 Barcelona;Construcción;2020T3;5,5
08 Barcelona;Construcción;2020T2;5,3
08 Barcelona;Construcción;2020T1;5,6
08 Barcelona;Construcción;2019T4;5,6
08 Barcelona;Construcción;2019T3;5,4
08 Barcelona;Construcción;2019T2;5
08 Barcelona;Construcción;2019T1;5,4
08 Barcelona;Construcción;2018T4;6
08 Barcelona;Construcción;2018T3;5,8
08 Barcelona;Construcción;2018T2;5,6
08 Barcelona;Construcción;2018T1;5,3
08 Barcelona;Construcción;2017T4;5,6
08 Barcelona;Construcción;2017T3;5,7
08 Barcelona;Construcción;2017T2;5,5
08 Barcelona;Construcción;2017T1;5,3
08 Barcelona;Construcción;2016T4;5
08 Barcelona;Construcción;2016T3;5,1
08 Barcelona;Construcción;2016T2;4,9
08 Barcelona;Construcción;2016T1;4,6
08 Barcelona;Construcción;2015T4;5
08 Barcelona;Construcción;2015T3;4,8
08 Barcelona;Construcción;2015T2;4,7
08 Barcelona;Construcción;2015T1;5,1
08 Barcelona;Construcción;2014T4;5,4
08 Barcelona;Construcción;2014T3;4,9
08 Barcelona;Construcción;2014T2;4,9
08 Barcelona;Construcción;2014T1;5
08 Barcelona;Construcción;2013T4;5,5
08 Barcelona;Construcción;2013T3;5,6
08 Barcelona;Construcción;2013T2;5
08 Barcelona;Construcción;2013T1;5,1
08 Barcelona;Construcción;2012T4;5,3
08 Barcelona;Construcción;2012T3;5,5
08 Barcelona;Construcción;2012T2;5,9
08 Barcelona;Construcción;2012T1;6,3
08 Barcelona;Construcción;2011T4;6,7
08 Barcelona;Construcción;2011T3;6,9
08 Barcelona;Construcción;2011T2;7
08 Barcelona;Construcción;2011T1;7,3
08 Barcelona;Construcción;2010T4;7
08 Barcelona;Construcción;2010T3;7,8
08 Barcelona;Construcción;2010T2;8,4
08 Barcelona;Construcción;2010T1;9,4
08 Barcelona;Construcción;2009T4;9,9
08 Barcelona;Construcción;2009T3;9,7
08 Barcelona;Construcción;2009T2;10,5
08 Barcelona;Construcción;2009T1;10,7
08 Barcelona;Construcción;2008T4;10,7
08 Barcelona;Construcción;2008T3;10,4
08 Barcelona;Construcción;2008T2;10,7
08 Barcelona;Construcción;2008T1;10,3
08 Barcelona;Servicios;2025T3;73,8
08 Barcelona;Servicios;2025T2;74
08 Barcelona;Servicios;2025T1;74,6
08 Barcelona;Servicios;2024T4;74,8
08 Barcelona;Servicios;2024T3;74,7
08 Barcelona;Servicios;2024T2;73,8
08 Barcelona;Servicios;2024T1;75
08 Barcelona;Servicios;2023T4;74,4
08 Barcelona;Servicios;2023T3;74,2
08 Barcelona;Servicios;2023T2;74,9
08 Barcelona;Servicios;2023T1;73,5
08 Barcelona;Servicios;2022T4;72,9
08 Barcelona;Servicios;2022T3;73
08 Barcelona;Servicios;2022T2;72,1
08 Barcelona;Servicios;2022T1;72,9
08 Barcelona;Servicios;2021T4;73,1
08 Barcelona;Servicios;2021T3;71,2
08 Barcelona;Servicios;2021T2;70,8
08 Barcelona;Servicios;2021T1;71,8
08 Barcelona;Servicios;2020T4;72
08 Barcelona;Servicios;2020T3;71,9
08 Barcelona;Servicios;2020T2;72,3
08 Barcelona;Servicios;2020T1;72,9
08 Barcelona;Servicios;2019T4;72,1
08 Barcelona;Servicios;2019T3;71,8
08 Barcelona;Servicios;2019T2;71,2
08 Barcelona;Servicios;2019T1;71,3
08 Barcelona;Servicios;2018T4;71
08 Barcelona;Servicios;2018T3;70,3
08 Barcelona;Servicios;2018T2;70,4
08 Barcelona;Servicios;2018T1;70,6
08 Barcelona;Servicios;2017T4;69,5
08 Barcelona;Servicios;2017T3;69,8
08 Barcelona;Servicios;2017T2;70,1
08 Barcelona;Servicios;2017T1;69,6
08 Barcelona;Servicios;2016T4;68,6
08 Barcelona;Servicios;2016T3;68,4
08 Barcelona;Servicios;2016T2;68,3
08 Barcelona;Servicios;2016T1;67,7
08 Barcelona;Servicios;2015T4;67
08 Barcelona;Servicios;2015T3;66,5
08 Barcelona;Servicios;2015T2;65
08 Barcelona;Servicios;2015T1;64,6
08 Barcelona;Servicios;2014T4;64,9
08 Barcelona;Servicios;2014T3;65,1
08 Barcelona;Servicios;2014T2;65,3
08 Barcelona;Servicios;2014T1;65,6
08 Barcelona;Servicios;2013T4;65,4
08 Barcelona;Servicios;2013T3;63,4
08 Barcelona;Servicios;2013T2;63,2
08 Barcelona;Servicios;2013T1;63,3
08 Barcelona;Servicios;2012T4;63,5
08 Barcelona;Servicios;2012T3;63,7
08 Barcelona;Servicios;2012T2;64
08 Barcelona;Servicios;2012T1;64,3
08 Barcelona;Servicios;2011T4;64,4
08 Barcelona;Servicios;2011T3;65,4
08 Barcelona;Servicios;2011T2;66,2
08 Barcelona;Servicios;2011T1;64,9
08 Barcelona;Servicios;2010T4;64
08 Barcelona;Servicios;2010T3;63,7
08 Barcelona;Servicios;2010T2;63,5
08 Barcelona;Servicios;2010T1;63,3
08 Barcelona;Servicios;2009T4;63,9
08 Barcelona;Servicios;2009T3;64,9
08 Barcelona;Servicios;2009T2;63,9
08 Barcelona;Servicios;2009T1;63
08 Barcelona;Servicios;2008T4;64
08 Barcelona;Servicios;2008T3;65
08 Barcelona;Servicios;2008T2;64,5
08 Barcelona;Servicios;2008T1;63,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,9
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;4,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;4,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;4,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,9
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;4,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;5,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;5,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;4,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;5,6
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;6,6
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,9
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;6,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;5,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;4,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;5,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;5,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;5,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;5,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;6,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;7,4
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;7,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;8,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;8,6
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;9,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;9,7
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;9,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;11,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;11,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;11,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;13,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;13,6
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;13,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;13,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;13,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;14
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;13,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;15
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;15,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;15
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;14,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;13,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;12,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;12,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;12
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;11,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;10,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;11,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;10,9
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;9,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;9,4
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;8,3
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;6,9
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;6,1
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;5,5
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;5,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;4,2
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;2,8
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;2,6
08 Barcelona;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;3
48 Bizkaia;Agricultura;2025T3;0,6
48 Bizkaia;Agricultura;2025T2;0,2
48 Bizkaia;Agricultura;2025T1;0,1
48 Bizkaia;Agricultura;2024T4;0,1
48 Bizkaia;Agricultura;2024T3;0,1
48 Bizkaia;Agricultura;2024T2;0,3
48 Bizkaia;Agricultura;2024T1;0,5
48 Bizkaia;Agricultura;2023T4;0,5
48 Bizkaia;Agricultura;2023T3;0,2
48 Bizkaia;Agricultura;2023T2;0,5
48 Bizkaia;Agricultura;2023T1;0,7
48 Bizkaia;Agricultura;2022T4;0,8
48 Bizkaia;Agricultura;2022T3;0,5
48 Bizkaia;Agricultura;2022T2;1,2
48 Bizkaia;Agricultura;2022T1;1,2
48 Bizkaia;Agricultura;2021T4;1,3
48 Bizkaia;Agricultura;2021T3;0,8
48 Bizkaia;Agricultura;2021T2;1,4
48 Bizkaia;Agricultura;2021T1;1,1
48 Bizkaia;Agricultura;2020T4;0,8
48 Bizkaia;Agricultura;2020T3;0,6
48 Bizkaia;Agricultura;2020T2;0,5
48 Bizkaia;Agricultura;2020T1;0,9
48 Bizkaia;Agricultura;2019T4;0,8
48 Bizkaia;Agricultura;2019T3;1,1
48 Bizkaia;Agricultura;2019T2;0,9
48 Bizkaia;Agricultura;2019T1;0,7
48 Bizkaia;Agricultura;2018T4;0,7
48 Bizkaia;Agricultura;2018T3;0,7
48 Bizkaia;Agricultura;2018T2;0,5
48 Bizkaia;Agricultura;2018T1;0,7
48 Bizkaia;Agricultura;2017T4;0,7
48 Bizkaia;Agricultura;2017T3;1
48 Bizkaia;Agricultura;2017T2;1,5
48 Bizkaia;Agricultura;2017T1;1,7
48 Bizkaia;Agricultura;2016T4;1,7
48 Bizkaia;Agricultura;2016T3;1,3
48 Bizkaia;Agricultura;2016T2;1,1
48 Bizkaia;Agricultura;2016T1;1
48 Bizkaia;Agricultura;2015T4;1,1
48 Bizkaia;Agricultura;2015T3;1,2
48 Bizkaia;Agricultura;2015T2;1,2
48 Bizkaia;Agricultura;2015T1;1,3
48 Bizkaia;Agricultura;2014T4;1,3
48 Bizkaia;Agricultura;2014T3;1,1
48 Bizkaia;Agricultura;2014T2;1,2
48 Bizkaia;Agricultura;2014T1;1,1
48 Bizkaia;Agricultura;2013T4;0,9
48 Bizkaia;Agricultura;2013T3;0,8
48 Bizkaia;Agricultura;2013T2;1,4
48 Bizkaia;Agricultura;2013T1;1,4
48 Bizkaia;Agricultura;2012T4;1,2
48 Bizkaia;Agricultura;2012T3;1,2
48 Bizkaia;Agricultura;2012T2;1,4
48 Bizkaia;Agricultura;2012T1;1
48 Bizkaia;Agricultura;2011T4;1
48 Bizkaia;Agricultura;2011T3;0,9
48 Bizkaia;Agricultura;2011T2;0,7
48 Bizkaia;Agricultura;2011T1;0,6
48 Bizkaia;Agricultura;2010T4;0,7
48 Bizkaia;Agricultura;2010T3;0,9
48 Bizkaia;Agricultura;2010T2;0,9
48 Bizkaia;Agricultura;2010T1;1,1
48 Bizkaia;Agricultura;2009T4;1,2
48 Bizkaia;Agricultura;2009T3;1,3
48 Bizkaia;Agricultura;2009T2;1,1
48 Bizkaia;Agricultura;2009T1;1,7
48 Bizkaia;Agricultura;2008T4;1,6
48 Bizkaia;Agricultura;2008T3;1,6
48 Bizkaia;Agricultura;2008T2;1,3
48 Bizkaia;Agricultura;2008T1;2,1
48 Bizkaia;Industria;2025T3;17,6
48 Bizkaia;Industria;2025T2;15,8
48 Bizkaia;Industria;2025T1;16
48 Bizkaia;Industria;2024T4;15
48 Bizkaia;Industria;2024T3;13,1
48 Bizkaia;Industria;2024T2;13,8
48 Bizkaia;Industria;2024T1;14
48 Bizkaia;Industria;2023T4;14,7
48 Bizkaia;Industria;2023T3;14,8
48 Bizkaia;Industria;2023T2;15,5
48 Bizkaia;Industria;2023T1;15,1
48 Bizkaia;Industria;2022T4;15,5
48 Bizkaia;Industria;2022T3;14,9
48 Bizkaia;Industria;2022T2;16,4
48 Bizkaia;Industria;2022T1;17,7
48 Bizkaia;Industria;2021T4;16,5
48 Bizkaia;Industria;2021T3;18,3
48 Bizkaia;Industria;2021T2;18,6
48 Bizkaia;Industria;2021T1;18,2
48 Bizkaia;Industria;2020T4;17,1
48 Bizkaia;Industria;2020T3;15,5
48 Bizkaia;Industria;2020T2;15,4
48 Bizkaia;Industria;2020T1;15,7
48 Bizkaia;Industria;2019T4;15,7
48 Bizkaia;Industria;2019T3;15,2
48 Bizkaia;Industria;2019T2;14,3
48 Bizkaia;Industria;2019T1;15,4
48 Bizkaia;Industria;2018T4;15,6
48 Bizkaia;Industria;2018T3;16,5
48 Bizkaia;Industria;2018T2;15,9
48 Bizkaia;Industria;2018T1;16,4
48 Bizkaia;Industria;2017T4;16,9
48 Bizkaia;Industria;2017T3;16,9
48 Bizkaia;Industria;2017T2;17,9
48 Bizkaia;Industria;2017T1;18
48 Bizkaia;Industria;2016T4;18,6
48 Bizkaia;Industria;2016T3;17,2
48 Bizkaia;Industria;2016T2;17,2
