municipality_number,municipality_name,year,number_of_households,average_household_size,number_of_dwellings,average_rent_price
22112,Fraga,2003,4124.0,3.12,4310.0,584.0
50109,Frago (El),2003,54.0,2.3,56.0,243.0
50110,Frasno (El),2003,216.0,2.48,226.0,244.0
50111,Fréscano,2003,71.0,3.13,74.0,681.0
44108,Fresneda (La),2003,180.0,2.51,188.0,668.0
44109,Frías de Albarracín,2003,63.0,2.46,66.0,494.0
50113,Fuendejalón,2003,332.0,2.39,347.0,334.0
50114,Fuendetodos,2003,57.0,3.13,60.0,336.0
44110,Fuenferrada,2003,17.0,2.7,18.0,374.0
44111,Fuentes Calientes,2003,43.0,2.92,45.0,464.0
44112,Fuentes Claras,2003,236.0,2.5,247.0,568.0
50115,Fuentes de Ebro,2003,1338.0,3.0,1399.0,739.0
50116,Fuentes de Jiloca,2003,106.0,3.0,111.0,566.0
44113,Fuentes de Rubielos,2003,42.0,2.56,44.0,295.0
44114,Fuentespalda,2003,133.0,2.65,139.0,700.0
22113,Fueva (La),2003,247.0,2.47,258.0,851.0
50117,Gallocanta,2003,55.0,3.21,57.0,312.0
50118,Gallur,2003,1024.0,2.89,1070.0,572.0
44115,Galve,2003,46.0,3.19,48.0,858.0
44116,Gargallo,2003,45.0,2.58,47.0,400.0
44117,Gea de Albarracín,2003,147.0,3.02,154.0,662.0
50119,Gelsa,2003,402.0,3.01,420.0,739.0
44118,Ginebrosa (La),2003,84.0,2.93,88.0,238.0
22114,Gistaín,2003,52.0,3.19,54.0,302.0
50120,Godojos,2003,25.0,2.64,26.0,743.0
50121,Gotor,2003,167.0,2.39,175.0,583.0
22115,Grado (El),2003,177.0,2.9,185.0,828.0
22116,Grañén,2003,674.0,2.98,704.0,714.0
22117,Graus,2003,1154.0,2.83,1206.0,499.0
44119,Griegos,2003,53.0,2.48,55.0,645.0
50122,Grisel,2003,23.0,2.72,24.0,588.0
50123,Grisén,2003,187.0,2.57,195.0,258.0
44120,Guadalaviar,2003,102.0,2.67,107.0,665.0
44121,Gúdar,2003,28.0,2.93,29.0,295.0
22119,Gurrea de Gállego,2003,582.0,2.99,608.0,652.0
50124,Herrera de los Navarros,2003,249.0,2.49,260.0,866.0
44122,Híjar,2003,711.0,2.65,743.0,772.0
44123,Hinojosa de Jarque,2003,66.0,2.52,69.0,515.0
22122,Hoz de Jaca,2003,29.0,2.45,30.0,271.0
44124,Hoz de la Vieja (La),2003,36.0,3.06,38.0,323.0
22908,Hoz y Costean,2003,72.0,3.16,75.0,728.0
22124,Huerto,2003,94.0,2.63,98.0,838.0
44125,Huesa del Común,2003,42.0,3.03,44.0,521.0
22125,Huesca,2003,15162.0,3.14,15848.0,839.0
50125,Ibdes,2003,173.0,3.07,181.0,615.0
22126,Ibieca,2003,47.0,2.44,49.0,649.0
44126,Iglesuela del Cid (La),2003,152.0,3.18,159.0,696.0
22127,Igriés,2003,123.0,2.63,129.0,377.0
22128,Ilche,2003,102.0,2.59,107.0,389.0
50126,Illueca,2003,1478.0,2.33,1545.0,277.0
22129,Isábena,2003,103.0,2.75,108.0,808.0
50128,Isuerre,2003,24.0,2.37,25.0,823.0
44127,Jabaloyas,2003,30.0,2.53,31.0,732.0
22130,Jaca,2003,4676.0,2.58,4887.0,372.0
50129,Jaraba,2003,106.0,3.04,111.0,746.0
44128,Jarque de la Val,2003,32.0,3.08,33.0,707.0
50130,Jarque de Moncayo,2003,217.0,2.56,227.0,311.0
22131,Jasa,2003,37.0,3.07,39.0,889.0
44129,Jatiel,2003,17.0,3.03,18.0,636.0
50131,Jaulín,2003,96.0,3.0,100.0,769.0
44130,Jorcas,2003,16.0,2.45,17.0,718.0
44131,Josa,2003,11.0,2.99,11.0,682.0
50132,Joyosa (La),2003,159.0,3.18,166.0,548.0
22133,Labuerda,2003,57.0,2.91,60.0,435.0
50133,Lagata,2003,55.0,2.57,57.0,625.0
44132,Lagueruela,2003,21.0,2.74,22.0,439.0
22135,Laluenga,2003,86.0,2.9,90.0,312.0
22136,Lalueza,2003,417.0,2.76,436.0,767.0
22137,Lanaja,2003,629.0,2.38,657.0,648.0
50134,Langa del Castillo,2003,67.0,2.56,70.0,304.0
44133,Lanzuela,2003,12.0,3.0,13.0,619.0
22139,Laperdiguera,2003,33.0,3.11,34.0,851.0
22141,Lascellas-Ponzano,2003,66.0,2.39,69.0,310.0
22142,Lascuarre,2003,47.0,3.17,49.0,245.0
22143,Laspaúles,2003,109.0,2.6,114.0,694.0
22144,Laspuña,2003,94.0,2.9,98.0,442.0
50135,Layana,2003,42.0,3.01,44.0,838.0
50136,Lécera,2003,258.0,3.05,270.0,905.0
50138,Lechón,2003,19.0,3.17,20.0,457.0
50137,Leciñena,2003,504.0,2.57,527.0,316.0
50139,Letux,2003,148.0,3.08,155.0,245.0
44135,Libros,2003,64.0,2.38,67.0,829.0
44136,Lidón,2003,24.0,2.91,25.0,547.0
44137,Linares de Mora,2003,108.0,2.98,113.0,883.0
50140,Litago,2003,70.0,2.92,73.0,650.0
50141,Lituénigo,2003,49.0,2.51,51.0,762.0
44141,Lledó,2003,65.0,3.09,68.0,453.0
22149,Loarre,2003,154.0,2.43,161.0,585.0
50142,Lobera de Onsella,2003,26.0,2.24,27.0,420.0
50143,Longares,2003,336.0,2.97,351.0,268.0
50144,Longás,2003,18.0,2.77,19.0,715.0
22150,Loporzano,2003,166.0,3.08,174.0,725.0
22151,Loscorrales,2003,42.0,2.64,44.0,766.0
44138,Loscos,2003,78.0,2.44,82.0,334.0
50146,Lucena de Jalón,2003,80.0,3.06,84.0,554.0
50147,Luceni,2003,377.0,2.79,394.0,740.0
50148,Luesia,2003,164.0,2.44,171.0,766.0
50149,Luesma,2003,14.0,2.88,15.0,782.0
50150,Lumpiaque,2003,342.0,2.76,357.0,748.0
50151,Luna,2003,306.0,2.85,320.0,719.0
22905,Lupiñén-Ortilla,2003,129.0,2.7,135.0,766.0
50152,Maella,2003,672.0,3.07,702.0,409.0
50153,Magallón,2003,389.0,3.07,407.0,472.0
44142,Maicas,2003,13.0,3.04,14.0,354.0
50154,Mainar,2003,67.0,2.36,70.0,884.0
50155,Malanquilla,2003,42.0,3.11,44.0,889.0
50156,Maleján,2003,103.0,2.92,108.0,586.0
50160,Mallén,2003,1130.0,2.94,1181.0,457.0
50157,Malón,2003,166.0,2.61,174.0,900.0
50159,Maluenda,2003,329.0,3.12,344.0,640.0
50161,Manchones,2003,51.0,2.95,53.0,472.0
44143,Manzanera,2003,206.0,2.37,215.0,667.0
50162,Mara,2003,78.0,2.65,82.0,554.0
50163,María de Huerva,2003,535.0,3.13,559.0,808.0
50902,Marracos,2003,52.0,2.31,54.0,275.0
44144,Martín del Río,2003,148.0,3.21,155.0,376.0
44145,Mas de las Matas,2003,497.0,2.92,519.0,849.0
44146,Mata de los Olmos (La),2003,95.0,2.89,99.0,422.0
44147,Mazaleón,2003,238.0,2.52,249.0,696.0
50164,Mediana de Aragón,2003,203.0,2.51,212.0,365.0
50165,Mequinenza,2003,790.0,3.18,826.0,271.0
50166,Mesones de Isuela,2003,134.0,2.56,140.0,481.0
50167,Mezalocha,2003,93.0,3.02,97.0,399.0
44148,Mezquita de Jarque,2003,49.0,2.61,51.0,622.0
50168,Mianos,2003,19.0,2.32,20.0,880.0
50169,Miedes de Aragón,2003,223.0,2.28,233.0,849.0
44149,Mirambel,2003,52.0,2.78,54.0,698.0
44150,Miravete de la Sierra,2003,13.0,3.15,14.0,662.0
44151,Molinos,2003,117.0,2.62,122.0,500.0
50170,Monegrillo,2003,198.0,2.61,207.0,301.0
22155,Monesma y Cajigar,2003,39.0,2.57,41.0,369.0
50171,Moneva,2003,48.0,2.77,50.0,246.0
22156,Monflorite-Lascasas,2003,77.0,2.7,80.0,626.0
44152,Monforte de Moyuela,2003,24.0,3.06,25.0,575.0
50172,Monreal de Ariza,2003,97.0,2.74,101.0,705.0
44153,Monreal del Campo,2003,872.0,2.76,911.0,891.0
44154,Monroyo,2003,138.0,2.39,144.0,790.0
44155,Montalbán,2003,477.0,3.21,499.0,292.0
22157,Montanuy,2003,117.0,2.49,122.0,674.0
44156,Monteagudo del Castillo,2003,29.0,2.29,30.0,836.0
50173,Monterde,2003,78.0,2.91,82.0,447.0
44157,Monterde de Albarracín,2003,21.0,2.79,22.0,784.0
50174,Montón,2003,49.0,2.66,51.0,902.0
22158,Monzón,2003,5766.0,2.67,6027.0,251.0
44158,Mora de Rubielos,2003,459.0,3.03,480.0,654.0
50175,Morata de Jalón,2003,578.0,2.46,604.0,827.0
50176,Morata de Jiloca,2003,107.0,3.05,112.0,906.0
50177,Morés,2003,152.0,2.89,159.0,520.0
50178,Moros,2003,186.0,2.66,194.0,704.0
44159,Moscardón,2003,20.0,2.72,21.0,757.0
44160,Mosqueruela,2003,288.0,2.51,301.0,727.0
50179,Moyuela,2003,106.0,3.01,111.0,235.0
50180,Mozota,2003,44.0,2.78,46.0,819.0
50181,Muel,2003,440.0,2.58,460.0,823.0
50182,Muela (La),2003,811.0,2.85,848.0,761.0
50183,Munébrega,2003,136.0,3.23,142.0,466.0
44161,Muniesa,2003,263.0,2.68,275.0,441.0
50184,Murero,2003,44.0,3.17,46.0,395.0
50185,Murillo de Gállego,2003,68.0,2.59,71.0,678.0
22160,Naval,2003,127.0,2.33,133.0,671.0
50186,Navardún,2003,22.0,2.45,23.0,842.0
50187,Nigüella,2003,39.0,2.67,41.0,477.0
44163,Noguera de Albarracín,2003,65.0,2.47,68.0,758.0
44164,Nogueras,2003,8.0,2.32,8.0,529.0
44165,Nogueruelas,2003,71.0,3.15,74.0,271.0
50188,Nombrevilla,2003,17.0,3.15,18.0,356.0
50189,Nonaspe,2003,349.0,2.99,365.0,366.0
22162,Novales,2003,75.0,2.44,78.0,363.0
50190,Novallas,2003,342.0,2.38,357.0,555.0
50191,Novillas,2003,287.0,2.33,300.0,236.0
22163,Nueno,2003,132.0,2.98,138.0,799.0
50192,Nuévalos,2003,124.0,3.17,130.0,441.0
50193,Nuez de Ebro,2003,231.0,2.68,241.0,691.0
44167,Obón,2003,34.0,2.47,36.0,583.0
44168,Odón,2003,95.0,2.76,99.0,836.0
44169,Ojos Negros,2003,206.0,2.6,215.0,392.0
44171,Olba,2003,82.0,2.63,86.0,869.0
44172,Oliete,2003,166.0,2.87,174.0,698.0
44173,Olmos (Los),2003,49.0,2.95,51.0,796.0
22164,Olvena,2003,28.0,2.4,29.0,754.0
50194,Olvés,2003,63.0,2.31,66.0,647.0
22165,Ontiñena,2003,198.0,3.22,207.0,874.0
50195,Orcajo,2003,17.0,2.5,18.0,531.0
50196,Orera,2003,57.0,2.32,60.0,673.0
50197,Orés,2003,46.0,2.46,48.0,680.0
44174,Orihuela del Tremedal,2003,272.0,2.31,284.0,555.0
44175,Orrios,2003,69.0,2.64,72.0,869.0
50198,Oseja,2003,16.0,3.03,17.0,880.0
50199,Osera de Ebro,2003,147.0,2.6,154.0,747.0
22167,Osso de Cinca,2003,284.0,2.7,297.0,764.0
22168,Palo,2003,16.0,3.02,17.0,365.0
44176,Palomar de Arroyos,2003,87.0,2.75,91.0,336.0
44177,Pancrudo,2003,46.0,3.13,48.0,860.0
50200,Paniza,2003,235.0,3.12,246.0,321.0
22170,Panticosa,2003,321.0,2.28,336.0,560.0
50201,Paracuellos de Jiloca,2003,164.0,3.03,171.0,520.0
50202,Paracuellos de la Ribera,2003,92.0,2.72,96.0,265.0
44178,Parras de Castellote (Las),2003,26.0,3.18,27.0,568.0
50203,Pastriz,2003,425.0,2.73,444.0,889.0
50204,Pedrola,2003,889.0,3.22,929.0,533.0
50205,Pedrosas (Las),2003,34.0,2.95,36.0,716.0
22172,Peñalba,2003,306.0,2.5,320.0,733.0
44179,Peñarroya de Tastavins,2003,191.0,2.79,200.0,507.0
22173,Peñas de Riglos (Las),2003,84.0,3.23,88.0,486.0
44180,Peracense,2003,35.0,3.05,37.0,263.0
44181,Peralejos,2003,35.0,2.35,37.0,876.0
44182,Perales del Alfambra,2003,96.0,2.94,100.0,347.0
22174,Peralta de Alcofea,2003,260.0,2.6,272.0,484.0
22175,Peralta de Calasanz,2003,121.0,2.28,126.0,618.0
22176,Peraltilla,2003,68.0,2.65,71.0,737.0
22177,Perarrúa,2003,49.0,2.51,51.0,328.0
50206,Perdiguera,2003,186.0,3.06,194.0,608.0
22178,Pertusa,2003,56.0,2.58,59.0,528.0
50207,Piedratajada,2003,57.0,3.04,60.0,515.0
50208,Pina de Ebro,2003,1033.0,2.26,1080.0,745.0
50209,Pinseque,2003,786.0,2.57,822.0,828.0
50210,Pintanos (Los),2003,40.0,2.57,42.0,237.0
22181,Piracés,2003,42.0,2.47,44.0,700.0
44183,Pitarque,2003,45.0,2.33,47.0,437.0
22182,Plan,2003,131.0,2.44,137.0,871.0
50211,Plasencia de Jalón,2003,132.0,2.8,138.0,623.0
50212,Pleitas,2003,24.0,2.54,25.0,580.0
50213,Plenas,2003,49.0,2.7,51.0,612.0
44184,Plou,2003,19.0,2.59,20.0,823.0
44185,Pobo (El),2003,45.0,3.09,47.0,772.0
22184,Poleñino,2003,84.0,3.16,88.0,449.0
50214,Pomer,2003,13.0,2.7,14.0,783.0
44187,Portellada (La),2003,110.0,2.59,115.0,514.0
22186,Pozán de Vero,2003,104.0,2.38,109.0,370.0
44189,Pozondón,2003,30.0,3.17,31.0,610.0
50215,Pozuel de Ariza,2003,10.0,2.29,10.0,894.0
44190,Pozuel del Campo,2003,42.0,2.57,44.0,886.0
50216,Pozuelo de Aragón,2003,136.0,2.56,142.0,236.0
50217,Pradilla de Ebro,2003,244.0,2.58,255.0,566.0
50218,Puebla de Albortón,2003,57.0,2.4,60.0,746.0
50219,Puebla de Alfindén (La),2003,850.0,3.02,888.0,240.0
22187,Puebla de Castro (La),2003,147.0,2.38,154.0,374.0
44191,Puebla de Híjar (La),2003,359.0,2.88,375.0,879.0
44192,Puebla de Valverde (La),2003,212.0,2.38,222.0,750.0
50220,Puendeluna,2003,27.0,2.3,28.0,488.0
22188,Puente de Montañana,2003,34.0,3.14,36.0,509.0
22902,Puente la Reina de Jaca,2003,103.0,2.44,108.0,763.0
22189,Puértolas,2003,73.0,3.05,76.0,831.0
44193,Puertomingalvo,2003,59.0,2.8,62.0,394.0
22190,Pueyo de Araguás (El),2003,61.0,2.34,64.0,293.0
22193,Pueyo de Santa Cruz,2003,105.0,3.19,110.0,869.0
50221,Purujosa,2003,24.0,2.54,25.0,724.0
22195,Quicena,2003,47.0,3.11,49.0,753.0
50222,Quinto,2003,854.0,2.43,893.0,372.0
44194,Ráfales,2003,60.0,3.11,63.0,837.0
50223,Remolinos,2003,543.0,2.28,568.0,526.0
50224,Retascón,2003,34.0,2.8,36.0,380.0
50225,Ricla,2003,914.0,3.01,955.0,906.0
44195,Rillo,2003,41.0,3.2,43.0,554.0
44196,Riodeva,2003,59.0,3.14,62.0,753.0
22197,Robres,2003,215.0,3.06,225.0,723.0
44197,Ródenas,2003,27.0,3.13,28.0,637.0
50227,Romanos,2003,57.0,2.46,60.0,868.0
44198,Royuela,2003,90.0,2.54,94.0,626.0
44199,Rubiales,2003,22.0,2.51,23.0,403.0
44200,Rubielos de la Cérida,2003,21.0,2.66,22.0,376.0
44201,Rubielos de Mora,2003,244.0,2.64,255.0,724.0
50228,Rueda de Jalón,2003,131.0,2.79,137.0,547.0
50229,Ruesca,2003,36.0,2.42,38.0,905.0
50241,Sabiñán,2003,288.0,2.93,301.0,551.0
22199,Sabiñánigo,2003,3620.0,2.43,3784.0,242.0
50230,Sádaba,2003,686.0,2.57,717.0,413.0
22200,Sahún,2003,90.0,2.76,94.0,445.0
22201,Salas Altas,2003,124.0,3.03,130.0,315.0
22202,Salas Bajas,2003,50.0,2.98,52.0,555.0
44203,Salcedillo,2003,3.0,2.97,3.0,373.0
44204,Saldón,2003,13.0,2.45,14.0,433.0
22203,Salillas,2003,42.0,2.81,44.0,820.0
50231,Salillas de Jalón,2003,147.0,2.35,154.0,282.0
22204,Sallent de Gállego,2003,446.0,2.63,466.0,826.0
50232,Salvatierra de Esca,2003,102.0,2.66,107.0,260.0
44205,Samper de Calanda,2003,425.0,2.31,444.0,783.0
50233,Samper del Salz,2003,53.0,2.53,55.0,788.0
44206,San Agustín,2003,41.0,3.17,43.0,507.0
22205,San Esteban de Litera,2003,180.0,3.18,188.0,873.0
22207,San Juan de Plan,2003,56.0,2.62,59.0,291.0
50234,San Martín de la Virgen de Moncayo,2003,126.0,2.31,132.0,867.0
44207,San Martín del Río,2003,109.0,2.43,114.0,614.0
50235,San Mateo de Gállego,2003,867.0,2.64,906.0,487.0
22903,San Miguel del Cinca,2003,275.0,3.19,287.0,483.0
22206,Sangarrén,2003,113.0,2.4,118.0,495.0
22208,Santa Cilia,2003,67.0,3.0,70.0,834.0
50236,Santa Cruz de Grío,2003,90.0,2.39,94.0,665.0
22209,Santa Cruz de la Serós,2003,51.0,3.2,53.0,526.0
50237,Santa Cruz de Moncayo,2003,48.0,2.63,50.0,577.0
44208,Santa Cruz de Nogueras,2003,12.0,2.94,13.0,281.0
44209,Santa Eulalia,2003,442.0,2.6,462.0,402.0
50238,Santa Eulalia de Gállego,2003,47.0,2.85,49.0,384.0
22906,Santa María de Dulcis,2003,89.0,2.45,93.0,477.0
22212,Santaliestra y San Quílez,2003,45.0,2.38,47.0,365.0
50239,Santed,2003,24.0,3.14,25.0,756.0
22213,Sariñena,2003,1262.0,3.16,1319.0,264.0
44210,Sarrión,2003,330.0,3.13,345.0,798.0
50240,Sástago,2003,462.0,2.87,483.0,772.0
22214,Secastilla,2003,52.0,3.03,54.0,825.0
50242,Sediles,2003,43.0,2.33,45.0,306.0
44211,Segura de los Baños,2003,17.0,2.57,18.0,510.0
22215,Seira,2003,76.0,2.56,79.0,888.0
22217,Sena,2003,204.0,2.88,213.0,590.0
22218,Senés de Alcubierre,2003,20.0,2.56,21.0,303.0
44212,Seno,2003,22.0,2.37,23.0,812.0
22220,Sesa,2003,85.0,2.87,89.0,482.0
50243,Sestrica,2003,148.0,3.06,155.0,794.0
22221,Sesué,2003,49.0,2.65,51.0,832.0
50244,Sierra de Luna,2003,104.0,2.4,109.0,843.0
22222,Siétamo,2003,187.0,2.46,195.0,275.0
50245,Sigüés,2003,70.0,2.5,73.0,417.0
44213,Singra,2003,36.0,2.53,38.0,240.0
50246,Sisamón,2003,22.0,2.97,23.0,899.0
50247,Sobradiel,2003,265.0,2.85,277.0,589.0
22223,Sopeira,2003,35.0,2.95,37.0,467.0
50248,Sos del Rey Católico,2003,284.0,2.62,297.0,756.0
22904,Sotonera (La),2003,351.0,3.06,367.0,774.0
50249,Tabuenca,2003,187.0,2.47,195.0,564.0
50250,Talamantes,2003,21.0,2.76,22.0,466.0
22225,Tamarite de Litera,2003,1217.0,3.04,1272.0,292.0
50251,Tarazona,2003,4373.0,2.44,4571.0,654.0
22226,Tardienta,2003,457.0,2.37,478.0,853.0
50252,Tauste,2003,2315.0,3.13,2420.0,384.0
22227,Tella-Sin,2003,102.0,2.6,107.0,714.0
50253,Terrer,2003,194.0,2.93,203.0,558.0
44215,Terriente,2003,76.0,2.3,79.0,776.0
44216,Teruel,2003,11025.0,2.93,11524.0,586.0
50254,Tierga,2003,88.0,2.57,92.0,372.0
22228,Tierz,2003,75.0,2.32,78.0,365.0
50255,Tobed,2003,88.0,2.86,92.0,691.0
22229,Tolva,2003,73.0,2.51,76.0,269.0
44217,Toril y Masegoso,2003,10.0,2.59,10.0,483.0
22230,Torla-Ordesa,2003,135.0,2.34,141.0,623.0
44218,Tormón,2003,15.0,2.45,16.0,897.0
44219,Tornos,2003,95.0,2.54,99.0,725.0
22232,Torralba de Aragón,2003,50.0,2.35,52.0,490.0
50256,Torralba de los Frailes,2003,29.0,3.19,30.0,825.0
44220,Torralba de los Sisones,2003,102.0,2.26,107.0,645.0
50257,Torralba de Ribota,2003,71.0,2.75,74.0,370.0
50258,Torralbilla,2003,31.0,2.36,32.0,650.0
44223,Torre de Arcas,2003,40.0,2.57,42.0,503.0
44224,Torre de las Arcas,2003,11.0,3.0,11.0,859.0
44225,Torre del Compte,2003,71.0,2.44,74.0,878.0
22233,Torre la Ribera,2003,37.0,3.2,39.0,466.0
44227,Torre los Negros,2003,37.0,2.46,39.0,777.0
44221,Torrecilla de Alcañiz,2003,149.0,3.0,156.0,781.0
44222,Torrecilla del Rebollar,2003,66.0,2.8,69.0,374.0
50259,Torrehermosa,2003,35.0,3.08,37.0,407.0
44226,Torrelacárcel,2003,95.0,2.78,99.0,858.0
50260,Torrelapaja,2003,14.0,2.7,15.0,717.0
50261,Torrellas,2003,125.0,2.45,131.0,905.0
44228,Torremocha de Jiloca,2003,63.0,2.43,66.0,434.0
22234,Torrente de Cinca,2003,318.0,3.15,332.0,404.0
44229,Torres de Albarracín,2003,60.0,2.6,63.0,586.0
22235,Torres de Alcanadre,2003,48.0,2.65,50.0,773.0
22236,Torres de Barbués,2003,112.0,3.01,117.0,659.0
50262,Torres de Berrellén,2003,552.0,2.59,577.0,874.0
44230,Torrevelilla,2003,65.0,3.18,68.0,472.0
44231,Torrijas,2003,32.0,2.92,33.0,687.0
50263,Torrijo de la Cañada,2003,117.0,2.86,122.0,709.0
44232,Torrijo del Campo,2003,183.0,3.11,191.0,663.0
50264,Tosos,2003,91.0,2.32,95.0,301.0
44234,Tramacastiel,2003,45.0,2.49,47.0,618.0
44235,Tramacastilla,2003,47.0,2.7,49.0,472.0
22239,Tramaced,2003,39.0,2.51,41.0,528.0
50265,Trasmoz,2003,22.0,2.94,23.0,407.0
50266,Trasobares,2003,61.0,3.16,64.0,626.0
44236,Tronchón,2003,39.0,2.7,41.0,303.0
50267,Uncastillo,2003,337.0,2.6,352.0,426.0
50268,Undués de Lerda,2003,18.0,3.18,19.0,291.0
44237,Urrea de Gaén,2003,215.0,2.7,225.0,395.0
50269,Urrea de Jalón,2003,127.0,2.74,133.0,869.0
50270,Urriés,2003,24.0,2.64,25.0,411.0
50271,Used,2003,108.0,3.14,113.0,439.0
50272,Utebo,2003,4484.0,2.81,4687.0,267.0
44238,Utrillas,2003,1060.0,3.01,1108.0,671.0
50274,Val de San Martín,2003,28.0,3.03,29.0,704.0
44239,Valacloche,2003,8.0,2.59,8.0,894.0
44240,Valbona,2003,75.0,2.68,78.0,640.0
44241,Valdealgorfa,2003,234.0,3.08,245.0,832.0
44243,Valdecuenca,2003,15.0,2.61,16.0,534.0
50273,Valdehorna,2003,17.0,3.13,18.0,260.0
44244,Valdelinares,2003,42.0,3.16,44.0,715.0
44245,Valdeltormo,2003,128.0,2.87,134.0,541.0
44246,Valderrobres,2003,675.0,2.99,706.0,491.0
22242,Valfarta,2003,32.0,3.05,33.0,894.0
44247,Valjunquera,2003,139.0,3.07,145.0,659.0
22243,Valle de Bardají,2003,20.0,2.65,21.0,767.0
22901,Valle de Hecho,2003,428.0,2.32,447.0,794.0
22244,Valle de Lierp,2003,20.0,2.61,21.0,464.0
44249,Vallecillo (El),2003,18.0,3.01,19.0,875.0
50275,Valmadrid,2003,37.0,2.71,39.0,388.0
50276,Valpalmas,2003,57.0,2.98,60.0,472.0
50277,Valtorres,2003,39.0,2.61,41.0,791.0
44250,Veguillas de la Sierra,2003,10.0,2.83,10.0,767.0
22245,Velilla de Cinca,2003,182.0,2.45,190.0,728.0
50278,Velilla de Ebro,2003,83.0,3.0,87.0,821.0
50279,Velilla de Jiloca,2003,41.0,2.83,43.0,521.0
22909,Vencillón,2003,189.0,2.46,198.0,463.0
50280,Vera de Moncayo,2003,176.0,2.54,184.0,487.0
22247,Viacamp y Litera,2003,10.0,2.94,10.0,264.0
22248,Vicién,2003,44.0,2.74,46.0,564.0
50281,Vierlas,2003,41.0,2.49,43.0,362.0
50283,Villadoz,2003,24.0,3.23,25.0,755.0
50284,Villafeliche,2003,80.0,2.93,84.0,338.0
50285,Villafranca de Ebro,2003,210.0,3.2,219.0,378.0
44251,Villafranca del Campo,2003,139.0,2.67,145.0,740.0
44252,Villahermosa del Campo,2003,32.0,2.71,33.0,740.0
50286,Villalba de Perejil,2003,36.0,3.17,38.0,303.0
50287,Villalengua,2003,145.0,2.78,152.0,443.0
22249,Villanova,2003,53.0,2.52,55.0,881.0
22250,Villanúa,2003,128.0,2.7,134.0,410.0
50288,Villanueva de Gállego,2003,1466.0,2.38,1532.0,364.0
50290,Villanueva de Huerva,2003,237.0,2.47,248.0,828.0
50289,Villanueva de Jiloca,2003,41.0,2.28,43.0,713.0
22251,Villanueva de Sigena,2003,229.0,2.31,239.0,446.0
44256,Villanueva del Rebollar de la Sierra,2003,16.0,3.23,17.0,904.0
50291,Villar de los Navarros,2003,56.0,2.5,59.0,294.0
44257,Villar del Cobo,2003,74.0,2.93,77.0,725.0
44258,Villar del Salz,2003,35.0,3.09,37.0,690.0
44260,Villarluengo,2003,76.0,2.8,79.0,720.0
44261,Villarquemado,2003,383.0,2.42,400.0,472.0
50292,Villarreal de Huerva,2003,64.0,2.97,67.0,688.0
50293,Villarroya de la Sierra,2003,223.0,2.84,233.0,372.0
44262,Villarroya de los Pinares,2003,64.0,3.0,67.0,704.0
50294,Villarroya del Campo,2003,26.0,3.0,27.0,379.0
44263,Villastar,2003,105.0,3.21,110.0,345.0
44264,Villel,2003,123.0,2.83,129.0,687.0
50282,Vilueña (La),2003,42.0,2.64,44.0,514.0
44265,Vinaceite,2003,97.0,2.9,101.0,630.0
44266,Visiedo,2003,80.0,2.35,84.0,893.0
50295,Vistabella,2003,11.0,3.05,11.0,711.0
44267,Vivel del Río Martín,2003,35.0,2.38,37.0,327.0
22252,Yebra de Basa,2003,65.0,2.6,68.0,393.0
22253,Yésero,2003,25.0,3.08,26.0,378.0
50296,Zaida (La),2003,200.0,2.84,209.0,550.0
22254,Zaidín,2003,654.0,2.64,684.0,413.0
50297,Zaragoza,2003,229334.0,2.73,239704.0,556.0
44268,Zoma (La),2003,9.0,3.04,9.0,685.0
50298,Zuera,2003,2244.0,2.6,2345.0,735.0
44001,Ababuj,2004,33.0,2.72,35.0,702.0
50001,Abanto,2004,55.0,2.81,58.0,373.0
44002,Abejuela,2004,24.0,2.78,25.0,317.0
22001,Abiego,2004,109.0,2.64,114.0,561.0
22002,Abizanda,2004,51.0,2.56,53.0,874.0
50002,Acered,2004,99.0,2.38,104.0,880.0
22003,Adahuesca,2004,62.0,2.62,65.0,621.0
50003,Agón,2004,80.0,2.42,84.0,751.0
50004,Aguarón,2004,262.0,2.96,275.0,405.0
44003,Aguatón,2004,9.0,2.61,9.0,386.0
44004,Aguaviva,2004,290.0,2.31,304.0,359.0
22004,Agüero,2004,58.0,2.81,61.0,240.0
44005,Aguilar del Alfambra,2004,28.0,2.81,29.0,684.0
50005,Aguilón,2004,94.0,3.1,99.0,568.0
22907,Aínsa-Sobrarbe,2004,628.0,2.81,658.0,290.0
50006,Ainzón,2004,475.0,2.59,498.0,266.0
22006,Aisa,2004,137.0,3.03,144.0,792.0
44006,Alacón,2004,155.0,2.77,162.0,906.0
50007,Aladrén,2004,32.0,2.31,34.0,693.0
50008,Alagón,2004,2151.0,2.8,2255.0,491.0
50009,Alarba,2004,45.0,3.17,47.0,880.0
44007,Alba,2004,95.0,2.63,100.0,904.0
22007,Albalate de Cinca,2004,479.0,2.55,502.0,378.0
44008,Albalate del Arzobispo,2004,912.0,2.39,956.0,904.0
22008,Albalatillo,2004,105.0,2.41,110.0,403.0
44009,Albarracín,2004,384.0,2.67,403.0,390.0
22009,Albelda,2004,309.0,2.84,324.0,934.0
44010,Albentosa,2004,126.0,2.34,132.0,414.0
50010,Alberite de San Juan,2004,32.0,3.18,34.0,315.0
22011,Albero Alto,2004,38.0,3.02,40.0,671.0
22012,Albero Bajo,2004,33.0,2.82,35.0,406.0
